Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
MSFT,206.26,Put,205.00,07/10/20,8,2.18,2.37,2.55,2.46,7477,1420,5.27,25.34%,07/02/20
C,50.55,Call,49.00,07/10/20,8,2.11,2.15,2.18,2.10,671,128,5.24,39.20%,07/02/20
AMZN,2890.3,Call,2990.00,07/10/20,8,12.50,14.95,17.40,14.66,752,144,5.22,28.23%,07/02/20
GNUS,3.55,Call,4.00,07/31/20,29,0.55,0.7,0.85,0.65,656,126,5.21,204.40%,07/02/20
NIO,9.38,Put,8.00,07/17/20,15,0.37,0.39,0.41,0.40,3689,709,5.2,133.55%,07/02/20
UPS,114.36,Call,116.00,07/24/20,22,2.13,2.37,2.61,2.39,1422,275,5.17,27.49%,07/02/20
SQ,113.39,Put,115.00,07/10/20,8,3.95,4.05,4.15,3.95,1094,212,5.16,45.97%,07/02/20
ROST,88.58,Call,100.00,08/21/20,50,1.90,2.1,2.30,2.10,1041,202,5.15,44.32%,07/02/20
BMY,59.14,Put,60.00,08/21/20,50,3.00,3.15,3.30,3.15,8041,1562,5.15,31.46%,07/02/20
BABA,223.6,Call,227.50,07/10/20,8,1.71,1.91,2.10,2.00,3953,769,5.14,26.99%,07/02/20
SPOT,271.49,Call,290.00,07/10/20,8,3.00,3.2,3.40,3.30,964,188,5.13,59.77%,07/02/20
BA,180.81,Put,175.00,07/10/20,8,3.30,3.43,3.55,3.48,4324,844,5.12,56.74%,07/02/20
ENDP,3.49,Call,3.50,07/10/20,8,0.25,0.28,0.30,0.27,1057,207,5.11,133.18%,07/02/20
WBA,41.98,Put,41.50,07/10/20,8,0.81,0.97,1.13,1.10,571,112,5.1,54.05%,07/02/20
UPS,114.36,Call,121.00,07/10/20,8,0.12,0.16,0.21,0.18,580,114,5.09,27.35%,07/02/20
TSLA,1208.66,Call,1420.00,07/10/20,8,4.85,5.18,5.50,5.50,1699,335,5.07,77.56%,07/02/20
AMZN,2890.3,Call,2980.00,07/10/20,8,14.40,16.23,18.05,15.90,1225,242,5.06,27.53%,07/02/20
SOLO,3.13,Call,7.50,08/21/20,50,0.45,0.53,0.60,0.49,1155,229,5.04,273.77%,07/02/20
HALO,28.51,Call,30.00,07/17/20,15,0.35,0.38,0.40,0.35,1490,296,5.03,38.12%,07/02/20
LRCX,323.7,Call,330.00,07/10/20,8,4.50,5.85,7.20,5.95,904,180,5.02,45.08%,07/02/20
GNUS,3.55,Call,4.00,08/21/20,50,0.65,0.68,0.70,0.69,3342,666,5.02,163.14%,07/02/20
SDC,8.1,Put,5.00,01/15/21,197,0.75,0.91,1.07,0.84,1482,296,5.01,111.52%,07/02/20
OKTA,207.76,Call,195.00,09/18/20,78,23.90,25.08,26.25,26.78,605,121,5,52.39%,07/02/20
SQ,113.39,Call,125.00,07/31/20,29,2.17,2.47,2.77,2.68,503,101,4.98,52.06%,07/02/20
CHNG,10.85,Call,10.00,08/21/20,50,1.40,1.51,1.61,1.47,552,111,4.97,63.52%,07/02/20
SOLO,3.13,Call,5.00,08/21/20,50,0.70,0.77,0.85,0.80,3783,763,4.96,275.82%,07/02/20
FB,233.42,Put,230.00,07/10/20,8,3.15,3.25,3.35,3.20,10035,2030,4.94,34.67%,07/02/20
TTD,442.93,Put,450.00,11/20/20,141,75.00,76.75,78.50,76.50,980,199,4.92,67.69%,07/02/20
NVDA,384.49,Call,420.00,07/10/20,8,0.28,0.35,0.41,0.36,1452,297,4.89,34.60%,07/02/20
TSLA,1208.66,Put,1110.00,07/10/20,8,8.20,8.43,8.65,8.20,1450,297,4.88,57.63%,07/02/20
AMD,52.34,Put,56.00,07/17/20,15,4.25,4.33,4.40,4.18,874,180,4.86,41.58%,07/02/20
NIO,9.38,Call,12.00,07/17/20,15,0.51,0.52,0.52,0.50,9930,2043,4.86,169.01%,07/02/20
ERIC,9.31,Put,8.00,08/21/20,50,0.10,0.13,0.15,0.15,10336,2126,4.86,46.41%,07/02/20
PCG,9.45,Call,10.50,07/24/20,22,0.33,0.39,0.45,1.34,611,126,4.85,187.48%,07/02/20
BABA,223.6,Call,225.00,07/10/20,8,2.85,2.95,3.05,2.86,14576,3003,4.85,26.31%,07/02/20
FSLY,84.51,Put,77.00,07/10/20,8,0.75,1.03,1.30,1.10,629,130,4.84,77.95%,07/02/20
NIO,9.38,Call,9.50,07/31/20,29,1.33,1.41,1.48,1.50,1045,216,4.84,147.53%,07/02/20
GOOG,1464.7,Call,1470.00,07/10/20,8,14.30,16.3,18.30,17.48,807,167,4.83,22.86%,07/02/20
NVDA,384.49,Call,390.00,07/10/20,8,4.50,4.73,4.95,4.75,4206,870,4.83,31.15%,07/02/20
TSLA,1208.66,Put,1120.00,07/10/20,8,9.55,9.68,9.80,9.80,1664,345,4.82,57.14%,07/02/20
JD,61.39,Call,63.00,07/10/20,8,0.52,0.54,0.56,0.54,617,129,4.78,31.77%,07/02/20
MRNA,58.57,Put,58.00,07/10/20,8,3.00,3.15,3.30,3.19,1473,309,4.77,101.09%,07/02/20
TTWO,144.4,Call,150.00,07/10/20,8,0.70,0.85,1.00,0.75,922,195,4.73,30.51%,07/02/20
MPC,36.07,Put,37.50,08/21/20,50,4.30,4.43,4.55,4.25,1231,260,4.73,65.23%,07/02/20
AMZN,2890.3,Call,3050.00,07/10/20,8,6.90,7.4,7.90,7.38,2095,445,4.71,30.05%,07/02/20
BABA,223.6,Put,217.50,07/10/20,8,1.38,1.42,1.47,1.41,1688,359,4.7,28.46%,07/02/20
BABA,223.6,Call,237.50,07/17/20,15,1.15,1.28,1.40,1.25,769,164,4.69,30.37%,07/02/20
RCL,49.51,Call,50.00,07/10/20,8,2.18,2.24,2.30,2.23,1253,267,4.69,83.78%,07/02/20
TSLA,1208.66,Call,1180.00,07/10/20,8,50.55,52.4,54.25,51.65,1369,292,4.69,49.99%,07/02/20
T,30.08,Call,31.50,07/24/20,22,0.24,0.28,0.31,0.30,3193,682,4.68,27.01%,07/02/20
SHOP,1029.97,Call,1050.00,07/10/20,8,21.90,22.2,22.50,22.35,690,149,4.63,50.84%,07/02/20
PFE,34.51,Call,36.50,07/10/20,8,0.10,0.13,0.15,0.11,3833,827,4.63,33.04%,07/02/20
PFE,34.51,Call,38.00,08/21/20,50,0.31,0.32,0.33,0.32,5617,1218,4.61,26.58%,07/02/20
PLUG,9.1,Call,12.00,08/21/20,50,0.74,0.75,0.75,0.75,1921,418,4.6,120.10%,07/02/20
ROKU,128.65,Call,134.00,07/10/20,8,2.14,2.31,2.48,2.20,1237,270,4.58,56.09%,07/02/20
GNUS,3.55,Call,4.50,07/17/20,15,0.40,0.45,0.50,0.45,1506,330,4.56,262.42%,07/02/20
KSS,20.58,Call,24.00,07/24/20,22,0.33,0.41,0.49,0.38,501,110,4.55,69.32%,07/02/20
AAPL,364.11,Put,400.00,12/18/20,169,51.35,52.18,53.00,51.00,1500,330,4.55,30.68%,07/02/20
MRO,6.12,Call,8.00,01/15/21,197,0.77,0.8,0.84,0.80,20114,4425,4.55,76.24%,07/02/20
TSLA,1208.66,Call,1340.00,07/17/20,15,17.55,18.35,19.15,18.30,2975,655,4.54,61.51%,07/02/20
ROKU,128.65,Call,155.00,07/10/20,8,0.20,0.29,0.38,0.22,761,168,4.53,70.52%,07/02/20
DOCU,190.99,Call,190.00,07/10/20,8,5.45,6.95,8.45,6.72,1383,305,4.53,54.96%,07/02/20
AMZN,2890.3,Call,3300.00,07/17/20,15,3.50,3.75,4.00,3.50,1431,316,4.53,36.70%,07/02/20
GOLD,26.27,Put,26.50,07/10/20,8,0.67,0.72,0.76,0.63,683,151,4.52,32.83%,07/02/20
TWTR,30.87,Put,31.50,07/10/20,8,1.05,1.1,1.14,1.06,685,152,4.51,38.40%,07/02/20
GM,25.24,Call,25.00,08/21/20,50,2.00,2.04,2.07,2.08,1059,236,4.49,52.22%,07/02/20
AKAM,113.12,Call,115.00,01/21/22,568,16.40,16.9,17.40,17.00,5434,1214,4.48,29.87%,07/02/20
BIIB,265.12,Call,280.00,07/10/20,8,0.85,1.13,1.40,1.30,786,176,4.47,37.36%,07/02/20
PCG,9.45,Call,10.00,10/16/20,106,1.15,1.31,1.47,1.36,789,177,4.46,77.33%,07/02/20
AMZN,2890.3,Put,2790.00,07/10/20,8,11.00,11.88,12.75,12.25,552,124,4.45,27.59%,07/02/20
BABA,223.6,Call,222.50,07/10/20,8,3.90,4.05,4.20,4.10,4332,973,4.45,26.45%,07/02/20
WMT,119.21,Put,116.00,07/17/20,15,0.53,0.61,0.68,0.70,1265,285,4.44,20.06%,07/02/20
TSLA,1208.66,Call,770.00,01/15/21,197,491.60,496.48,501.35,500.43,553,125,4.42,73.47%,07/02/20
NVDA,384.49,Call,387.50,07/10/20,8,5.25,5.98,6.70,5.75,1177,267,4.41,31.16%,07/02/20
NIO,9.38,Call,9.00,07/10/20,8,0.92,0.94,0.95,0.92,23090,5234,4.41,131.47%,07/02/20
SBSW,8.76,Call,10.00,01/15/21,197,1.50,1.53,1.55,1.55,7321,1663,4.4,77.09%,07/02/20
DKNG,33.06,Put,34.50,07/10/20,8,2.35,2.45,2.55,2.41,532,122,4.36,79.99%,07/02/20
GNUS,3.55,Put,1.50,07/17/20,15,0.10,0.13,0.15,0.15,545,126,4.33,419.16%,07/02/20
PENN,30.93,Call,33.00,07/10/20,8,0.59,0.77,0.95,0.62,1535,355,4.32,75.20%,07/02/20
TSLA,1208.66,Call,1230.00,07/17/20,15,45.35,46.88,48.40,47.17,768,178,4.31,57.74%,07/02/20
PCG,9.45,Call,15.00,08/21/20,50,0.15,0.19,0.22,0.17,1526,354,4.31,92.92%,07/02/20
INTC,59.13,Put,58.50,07/17/20,15,1.03,1.09,1.14,1.10,1505,351,4.29,29.60%,07/02/20
BP,23.41,Put,22.50,07/17/20,15,0.34,0.36,0.37,0.36,708,166,4.27,39.39%,07/02/20
SPOT,271.49,Call,285.00,07/10/20,8,4.10,4.3,4.50,4.34,773,181,4.27,58.42%,07/02/20
TSLA,1208.66,Put,1100.00,07/10/20,8,7.00,7.25,7.50,7.01,7740,1818,4.26,58.62%,07/02/20
GOOGL,1469.93,Call,1460.00,07/10/20,8,23.60,25.35,27.10,24.87,570,134,4.25,22.23%,07/02/20
NIO,9.38,Call,10.50,07/10/20,8,0.44,0.45,0.46,0.45,8492,2000,4.25,153.88%,07/02/20
ZM,261.74,Call,270.00,07/10/20,8,2.80,2.95,3.10,2.92,2305,544,4.24,39.27%,07/02/20
FB,233.42,Put,235.00,07/10/20,8,5.25,5.45,5.65,5.50,7539,1779,4.24,34.05%,07/02/20
T,30.08,Put,28.00,07/31/20,29,0.43,0.46,0.50,0.39,2679,633,4.23,35.28%,07/02/20
LOW,135.71,Call,150.00,07/24/20,22,0.04,0.16,0.28,0.17,1187,281,4.22,24.30%,07/02/20
TSLA,1208.66,Call,1600.00,08/21/20,50,30.05,31.65,33.25,31.95,1397,331,4.22,75.18%,07/02/20
BPY,11.39,Put,10.00,09/18/20,78,0.65,0.7,0.75,0.69,3698,879,4.21,65.15%,07/02/20
NIO,9.38,Put,8.50,07/17/20,15,0.58,0.6,0.61,0.61,1118,267,4.19,137.55%,07/02/20
DIS,112.18,Put,113.00,07/10/20,8,2.55,2.63,2.71,2.66,1736,417,4.16,33.78%,07/02/20
PINS,24.11,Call,26.00,07/10/20,8,0.16,0.18,0.20,0.17,1051,254,4.14,52.23%,07/02/20
SPLK,199.91,Put,190.00,09/18/20,78,11.95,12.48,13.00,12.75,556,135,4.12,48.85%,07/02/20
TSLA,1208.66,Put,1000.00,07/10/20,8,3.05,3.08,3.10,3.08,5819,1416,4.11,80.43%,07/02/20
NIO,9.38,Call,13.00,08/21/20,50,1.00,1.04,1.07,1.05,1393,340,4.1,150.90%,07/02/20
MLCO,16.58,Call,18.00,07/17/20,15,0.15,0.22,0.30,0.30,1109,271,4.09,58.65%,07/02/20
GOOGL,1469.93,Call,1480.00,07/10/20,8,13.90,15.15,16.40,15.60,1138,278,4.09,23.01%,07/02/20
PLAY,12.74,Call,25.00,01/21/22,568,3.00,3.5,4.00,4.20,1032,253,4.08,106.26%,07/02/20
TSLA,1208.66,Put,1065.00,07/10/20,8,5.00,5.13,5.25,5.20,611,150,4.07,66.48%,07/02/20
AMZN,2890.3,Call,3200.00,07/10/20,8,2.15,2.38,2.60,2.25,1880,462,4.07,37.51%,07/02/20
KHC,31.81,Call,35.00,07/31/20,29,0.17,0.24,0.30,0.28,2371,583,4.07,34.28%,07/02/20
MRNA,58.57,Put,56.00,07/10/20,8,2.25,2.45,2.65,2.37,763,188,4.06,103.97%,07/02/20
GOOG,1464.7,Call,1480.00,07/10/20,8,9.50,11.8,14.10,12.80,803,198,4.06,22.22%,07/02/20
JNJ,140.97,Call,141.00,07/10/20,8,1.03,1.24,1.45,1.17,549,136,4.04,13.97%,07/02/20
SOLO,3.13,Call,7.50,07/17/20,15,0.20,0.23,0.25,0.20,4073,1009,4.04,365.00%,07/02/20
TSLA,1208.66,Put,1020.00,07/10/20,8,3.40,3.65,3.90,3.44,1434,356,4.03,75.40%,07/02/20
CRWD,107.27,Call,103.00,07/17/20,15,7.15,7.73,8.30,7.50,742,185,4.01,59.36%,07/02/20
HOLI,13.14,Put,12.50,08/21/20,50,0.40,0.55,0.70,0.45,1526,381,4.01,38.90%,07/02/20
CCL,15.88,Put,18.00,07/17/20,15,2.62,2.68,2.74,2.71,1255,315,3.98,103.39%,07/02/20
CZR,12.3,Put,10.00,01/21/22,568,1.02,1.19,1.35,1.21,5022,1263,3.98,41.57%,07/02/20
FB,233.42,Put,185.00,07/31/20,29,0.78,0.91,1.03,1.00,649,164,3.96,55.96%,07/02/20
W,214.1,Call,220.00,07/10/20,8,4.80,5.05,5.30,4.90,848,214,3.96,58.19%,07/02/20
QCOM,91.87,Call,110.00,08/21/20,50,0.52,0.57,0.61,0.53,1929,487,3.96,35.47%,07/02/20
AMZN,2890.3,Call,3250.00,07/10/20,8,1.00,1.74,2.47,2.03,707,179,3.95,41.40%,07/02/20
CAR,25.92,Put,26.00,07/17/20,15,2.00,2.13,2.25,2.05,872,221,3.95,96.27%,07/02/20
GM,25.24,Call,26.00,07/24/20,22,0.77,0.82,0.87,0.83,1112,282,3.94,46.35%,07/02/20
KHC,31.81,Call,32.50,07/24/20,22,0.51,0.57,0.62,0.54,1006,256,3.93,26.35%,07/02/20
COF,61.15,Put,62.50,08/21/20,50,5.70,5.8,5.90,5.80,682,176,3.88,56.72%,07/02/20
ROKU,128.65,Put,130.00,07/10/20,8,4.80,4.9,5.00,4.80,872,225,3.88,53.86%,07/02/20
UPS,114.36,Call,120.00,07/31/20,29,2.11,2.29,2.47,2.30,1403,362,3.88,34.42%,07/02/20
PCG,9.45,Call,10.00,07/31/20,29,0.65,0.7,0.74,0.70,4133,1065,3.88,86.70%,07/02/20
NFLX,476.89,Put,485.00,07/10/20,8,13.40,14.05,14.70,14.15,758,196,3.87,33.99%,07/02/20
MRNA,58.57,Call,62.00,07/10/20,8,2.05,2.22,2.40,2.28,1375,355,3.87,105.21%,07/02/20
INO,21.45,Call,23.00,07/10/20,8,1.16,1.19,1.22,1.22,2444,631,3.87,144.50%,07/02/20
PYPL,177.21,Call,185.00,07/10/20,8,0.61,0.66,0.71,0.62,793,206,3.85,28.47%,07/02/20
TSLA,1208.66,Call,1210.00,07/17/20,15,54.00,55.4,56.80,55.50,1816,472,3.85,57.12%,07/02/20
LLNW,7.78,Call,9.00,08/21/20,50,0.65,0.73,0.80,0.80,3884,1010,3.85,107.11%,07/02/20
TSLA,1208.66,Put,1150.00,07/17/20,15,30.00,30.78,31.55,31.32,580,151,3.84,58.84%,07/02/20
NIO,9.38,Call,14.00,08/21/20,50,0.90,0.91,0.92,0.92,645,169,3.82,154.59%,07/02/20
JPM,92.66,Call,80.00,07/17/20,15,12.65,12.85,13.05,12.76,1119,293,3.82,36.29%,07/02/20
ADBE,442.95,Call,460.00,07/10/20,8,0.81,1.16,1.50,1.00,978,257,3.81,22.62%,07/02/20
SSRM,20.59,Call,25.00,12/18/20,169,1.65,1.73,1.80,1.75,2947,774,3.81,56.75%,07/02/20
LYFT,31.82,Call,35.00,07/10/20,8,0.13,0.16,0.18,0.18,999,263,3.8,56.64%,07/02/20
BABA,223.6,Call,232.50,07/10/20,8,0.81,0.91,1.00,0.86,2020,531,3.8,27.64%,07/02/20
BIDU,123.3,Call,128.00,07/10/20,8,0.46,0.61,0.75,0.69,527,139,3.79,31.13%,07/02/20
NFLX,476.89,Put,475.00,07/10/20,8,7.30,7.9,8.50,8.25,1333,352,3.79,32.86%,07/02/20
NIO,9.38,Call,12.00,08/21/20,50,1.15,1.19,1.22,1.17,1716,454,3.78,143.96%,07/02/20
NFLX,476.89,Put,460.00,07/10/20,8,2.87,3.09,3.30,3.05,1971,522,3.78,33.10%,07/02/20
TWO,4.82,Call,7.00,08/21/20,50,0.05,0.1,0.15,0.10,766,203,3.77,83.60%,07/02/20
PCG,9.45,Put,9.00,07/31/20,29,0.47,0.59,0.70,0.65,522,139,3.76,83.21%,07/02/20
PCG,9.45,Call,9.50,07/24/20,22,0.62,0.71,0.79,0.65,592,158,3.75,72.40%,07/02/20
OSTK,33.43,Call,33.00,07/10/20,8,1.75,2.13,2.50,2.05,552,148,3.73,92.93%,07/02/20
FCX,11.5,Call,12.00,07/10/20,8,0.12,0.13,0.14,0.12,8137,2182,3.73,44.15%,07/02/20
QCOM,91.87,Put,86.00,07/17/20,15,0.67,0.73,0.79,0.82,1048,283,3.7,39.74%,07/02/20
GNUS,3.55,Call,5.00,08/21/20,50,0.50,0.53,0.55,0.55,1159,313,3.7,183.91%,07/02/20
SNAP,23.22,Call,21.00,07/10/20,8,2.21,2.28,2.34,2.25,8766,2372,3.7,39.88%,07/02/20
MSFT,206.26,Call,205.00,08/21/20,50,8.75,9.5,10.25,9.80,4338,1175,3.69,29.50%,07/02/20
BA,180.81,Put,180.00,07/10/20,8,5.65,5.7,5.75,5.75,5270,1428,3.69,57.97%,07/02/20
MA,302.42,Put,300.00,07/10/20,8,3.05,3.25,3.45,3.35,532,145,3.67,25.28%,07/02/20
GOOGL,1469.93,Call,1440.00,07/10/20,8,36.60,39.3,42.00,41.93,697,190,3.67,27.59%,07/02/20
DIS,112.18,Put,114.00,07/10/20,8,2.93,3.12,3.30,3.07,1059,289,3.66,30.79%,07/02/20
AON,191.45,Call,210.00,08/21/20,50,1.75,1.95,2.15,2.20,515,141,3.65,28.07%,07/02/20
AMZN,2890.3,Put,2820.00,07/10/20,8,16.00,18.2,20.40,19.04,635,174,3.65,27.38%,07/02/20
MA,302.42,Put,170.00,08/21/20,50,0.00,0.14,0.28,2.05,800,220,3.64,99.43%,07/02/20
AAPL,364.11,Put,375.00,01/15/21,197,37.90,39,40.10,38.50,739,204,3.62,31.91%,07/02/20
TLRY,6.96,Call,7.00,07/10/20,8,0.26,0.28,0.30,0.28,1024,283,3.62,72.46%,07/02/20
WY,22.24,Call,23.00,01/21/22,568,4.50,5.15,5.80,4.53,640,178,3.6,42.31%,07/02/20
TWTR,30.87,Call,36.00,08/21/20,50,0.98,1.01,1.04,0.98,2944,818,3.6,57.31%,07/02/20
UPS,114.36,Call,125.00,08/21/20,50,1.55,1.67,1.79,1.80,5142,1430,3.6,31.22%,07/02/20
AMZN,2890.3,Call,2900.00,07/17/20,15,57.90,61.85,65.80,61.00,5530,1535,3.6,27.74%,07/02/20
BABA,223.6,Put,222.50,07/10/20,8,2.96,3.08,3.20,3.10,603,168,3.59,27.75%,07/02/20
AAPL,364.11,Call,390.00,12/18/20,169,18.90,20.15,21.40,19.15,3411,950,3.59,28.82%,07/02/20
AAPL,364.11,Put,365.00,07/10/20,8,4.95,5.38,5.80,5.20,9449,2629,3.59,22.31%,07/02/20
PENN,30.93,Put,30.00,07/10/20,8,0.20,0.67,1.15,1.12,1285,359,3.58,85.91%,07/02/20
COST,305.74,Call,300.00,07/10/20,8,5.50,6.98,8.45,6.00,1218,341,3.57,9.49%,07/02/20
INMD,28.07,Call,35.00,08/21/20,50,0.80,0.93,1.05,0.95,1180,331,3.56,71.63%,07/02/20
BMY,59.14,Call,60.00,07/10/20,8,0.53,0.6,0.66,0.62,5638,1584,3.56,27.97%,07/02/20
AMZN,2890.3,Call,3150.00,07/10/20,8,2.40,2.95,3.50,3.20,871,247,3.53,35.02%,07/02/20
TSLA,1208.66,Call,1700.00,07/10/20,8,0.71,0.78,0.86,0.85,1100,312,3.53,101.29%,07/02/20
COF,61.15,Put,60.00,08/21/20,50,4.40,4.55,4.70,4.65,1132,321,3.53,58.98%,07/02/20
PENN,30.93,Call,34.00,07/10/20,8,0.28,0.4,0.51,0.45,1155,327,3.53,78.98%,07/02/20
FB,233.42,Call,250.00,07/10/20,8,0.47,0.5,0.53,0.49,12733,3611,3.53,34.01%,07/02/20
IAG,4,Call,4.00,08/21/20,50,0.50,0.53,0.55,0.52,3638,1034,3.52,87.85%,07/02/20
KSS,20.58,Call,22.00,07/10/20,8,0.33,0.37,0.40,0.35,942,268,3.51,70.24%,07/02/20
NCLH,15.97,Call,17.00,07/10/20,8,0.37,0.44,0.50,0.42,1884,537,3.51,85.77%,07/02/20
MRNA,58.57,Put,55.00,07/10/20,8,1.93,1.99,2.05,2.00,2217,632,3.51,104.68%,07/02/20
PCG,9.45,Put,10.50,07/10/20,8,1.01,1.12,1.23,1.08,719,206,3.49,53.23%,07/02/20
NIO,9.38,Call,11.00,07/24/20,22,0.81,0.86,0.90,0.84,547,157,3.48,152.64%,07/02/20
MPLX,17.57,Put,18.00,12/18/20,169,1.85,2.88,3.90,3.00,513,148,3.47,59.46%,07/02/20
CMG,1056.45,Call,1200.00,07/17/20,15,1.10,1.13,1.15,1.15,1760,508,3.46,34.86%,07/02/20
TER,84.58,Put,77.50,07/17/20,15,0.15,0.63,1.10,0.62,1009,294,3.43,44.09%,07/02/20
DAL,27.72,Put,8.00,01/21/22,568,0.00,0.88,1.76,0.79,1246,364,3.42,84.39%,07/02/20
CRWD,107.27,Call,107.00,07/10/20,8,3.25,3.63,4.00,3.20,734,215,3.41,48.15%,07/02/20
AMGN,258.24,Call,275.00,07/17/20,15,0.84,0.89,0.93,0.92,760,223,3.41,26.94%,07/02/20
TWTR,30.87,Call,32.50,07/10/20,8,0.20,0.22,0.23,0.21,2786,820,3.4,40.68%,07/02/20
TSLA,1208.66,Call,1460.00,07/10/20,8,4.00,4.13,4.25,4.15,965,286,3.37,81.91%,07/02/20
NVDA,384.49,Call,392.50,07/10/20,8,3.55,3.95,4.35,3.70,867,258,3.36,30.26%,07/02/20
BMY,59.14,Put,58.00,07/17/20,15,0.95,1.05,1.14,0.98,1264,376,3.36,31.56%,07/02/20
CCL,15.88,Call,17.00,07/10/20,8,0.29,0.31,0.32,0.29,2978,886,3.36,73.51%,07/02/20
ZM,261.74,Call,267.50,07/10/20,8,3.60,3.75,3.90,3.80,506,151,3.35,39.88%,07/02/20
MRNA,58.57,Put,50.00,07/10/20,8,0.70,0.75,0.79,1.25,2079,621,3.35,132.32%,07/02/20
FB,233.42,Put,220.00,07/10/20,8,1.05,1.08,1.10,1.05,9286,2788,3.33,39.29%,07/02/20
GNUS,3.55,Call,3.50,07/24/20,22,0.65,0.68,0.70,0.70,704,212,3.32,196.97%,07/02/20
TSLA,1208.66,Put,800.00,07/10/20,8,0.91,0.92,0.93,0.91,5672,1722,3.29,127.01%,07/02/20
TMO,365.89,Call,380.00,07/17/20,15,1.75,1.93,2.10,2.00,771,235,3.28,22.57%,07/02/20
NOK,4.44,Put,4.00,09/18/20,78,0.19,0.2,0.20,0.20,3879,1181,3.28,49.64%,07/02/20
FB,233.42,Call,240.00,07/10/20,8,2.07,2.14,2.20,2.14,13599,4141,3.28,33.58%,07/02/20
ROKU,128.65,Call,135.00,07/10/20,8,1.91,2.03,2.15,1.90,12043,3686,3.27,55.84%,07/02/20
TSLA,1208.66,Call,1200.00,07/10/20,8,40.60,41.3,42.00,41.97,13743,4205,3.27,52.43%,07/02/20
ZM,261.74,Call,262.50,07/10/20,8,5.50,5.8,6.10,5.97,715,219,3.26,40.73%,07/02/20
PCG,9.45,Call,11.50,07/17/20,15,0.11,0.13,0.15,0.12,1097,338,3.25,86.25%,07/02/20
AAPL,364.11,Call,367.50,07/17/20,15,5.60,6.35,7.10,7.10,4914,1513,3.25,29.06%,07/02/20
AAPL,364.11,Call,367.50,07/10/20,8,3.40,3.6,3.80,3.65,10606,3259,3.25,23.71%,07/02/20
PDD,93,Call,100.00,07/10/20,8,0.96,1.05,1.13,1.03,1470,454,3.24,60.61%,07/02/20
BA,180.81,Call,185.00,07/10/20,8,4.35,4.48,4.60,4.50,8245,2548,3.24,58.84%,07/02/20
ORCL,55.94,Put,56.00,07/17/20,15,1.09,1.17,1.25,1.21,540,167,3.23,26.44%,07/02/20
TSLA,1208.66,Call,1380.00,07/17/20,15,12.45,13.23,14.00,13.25,984,305,3.23,63.62%,07/02/20
FB,233.42,Put,232.50,07/10/20,8,3.70,4.15,4.60,4.34,3967,1233,3.22,35.04%,07/02/20
ERIC,9.31,Call,10.00,10/16/20,106,0.50,0.53,0.55,0.56,9215,2872,3.21,40.89%,07/02/20
NVDA,384.49,Put,387.50,07/10/20,8,8.50,8.95,9.40,9.51,518,162,3.2,35.03%,07/02/20
BLMN,10.18,Call,10.00,08/21/20,50,1.45,1.5,1.55,1.50,601,188,3.2,94.40%,07/02/20
CRWD,107.27,Call,106.00,07/10/20,8,3.80,4.2,4.60,4.10,963,303,3.18,54.15%,07/02/20
TTM,6.87,Call,8.00,07/17/20,15,0.00,0.05,0.10,0.10,1001,315,3.18,76.60%,07/02/20
FB,233.42,Put,227.50,07/10/20,8,2.20,2.36,2.51,2.51,4324,1366,3.17,36.29%,07/02/20
JPM,92.66,Call,94.50,07/10/20,8,0.92,1,1.07,0.95,1306,413,3.16,30.85%,07/02/20
FB,233.42,Call,237.50,07/10/20,8,2.77,2.89,3.00,2.97,6825,2163,3.16,33.83%,07/02/20
INTC,59.13,Call,65.00,07/31/20,29,0.47,0.48,0.49,0.48,4535,1440,3.15,33.12%,07/02/20
NIO,9.38,Call,9.00,07/31/20,29,1.58,1.59,1.59,1.57,2329,742,3.14,133.05%,07/02/20
PCG,9.45,Call,11.00,12/18/20,169,1.25,1.41,1.57,1.36,2470,792,3.12,73.67%,07/02/20
PFE,34.51,Call,36.50,07/17/20,15,0.20,0.23,0.25,0.22,2154,695,3.1,30.43%,07/02/20
AMZN,2890.3,Call,3300.00,07/10/20,8,0.34,1.11,1.88,1.50,989,321,3.08,43.68%,07/02/20
VZ,54.79,Call,58.00,07/31/20,29,0.20,0.23,0.25,0.21,4303,1396,3.08,18.39%,07/02/20
MSFT,206.26,Call,207.50,07/24/20,22,5.20,5.35,5.50,5.25,1855,605,3.07,28.47%,07/02/20
AMZN,2890.3,Put,2700.00,07/10/20,8,4.00,4.15,4.30,4.29,1610,527,3.06,31.81%,07/02/20
PLUG,9.1,Put,9.00,07/10/20,8,0.51,0.54,0.57,0.53,2389,784,3.05,108.64%,07/02/20
BA,180.81,Call,190.00,07/10/20,8,3.10,3.15,3.20,3.13,6911,2265,3.05,61.53%,07/02/20
MSFT,206.26,Call,207.50,07/10/20,8,2.00,2.2,2.39,2.10,13335,4371,3.05,21.66%,07/02/20
AMZN,2890.3,Put,2700.00,07/17/20,15,10.00,11.25,12.50,11.45,1637,538,3.04,30.39%,07/02/20
AAPL,364.11,Call,375.00,07/10/20,8,1.30,1.4,1.50,1.37,11450,3763,3.04,23.01%,07/02/20
DOCU,190.99,Call,195.00,08/21/20,50,13.95,14.1,14.25,14.37,572,189,3.03,56.73%,07/02/20
