Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
VZ,54.79,Put,54.00,07/10/20,8,0.41,0.5,0.59,0.47,1258,865,1.45,25.23%,07/02/20
DOCU,190.99,Call,190.00,07/17/20,15,8.05,9.58,11.10,9.07,1697,1174,1.45,55.27%,07/02/20
AAL,12.5,Call,14.50,07/10/20,8,0.12,0.13,0.14,0.13,3106,2149,1.45,92.28%,07/02/20
EW,69.19,Call,75.00,07/17/20,15,0.15,0.28,0.40,0.30,561,390,1.44,33.96%,07/02/20
ORCL,55.94,Call,56.50,07/10/20,8,0.34,0.39,0.44,0.36,623,433,1.44,17.83%,07/02/20
DOCU,190.99,Call,220.00,07/17/20,15,1.23,1.29,1.34,1.33,676,470,1.44,57.67%,07/02/20
BA,180.81,Put,172.50,07/10/20,8,2.49,2.6,2.70,2.55,713,495,1.44,55.60%,07/02/20
BA,180.81,Put,162.50,07/10/20,8,0.67,0.69,0.70,0.70,952,659,1.44,56.94%,07/02/20
KO,44.88,Call,45.50,07/10/20,8,0.28,0.29,0.29,0.29,975,676,1.44,20.22%,07/02/20
JPM,92.66,Call,94.00,07/17/20,15,2.43,2.52,2.60,2.53,994,692,1.44,41.50%,07/02/20
AG,9.5,Put,9.00,10/16/20,106,1.09,1.14,1.18,1.14,996,694,1.44,70.59%,07/02/20
TSLA,1208.66,Call,1250.00,07/17/20,15,37.90,39.35,40.80,39.96,3670,2549,1.44,58.41%,07/02/20
MSFT,206.26,Put,200.00,07/10/20,8,0.86,0.96,1.06,1.01,5628,3904,1.44,26.97%,07/02/20
FB,233.42,Call,242.50,07/24/20,22,4.10,4.25,4.40,4.10,525,367,1.43,33.24%,07/02/20
AMZN,2890.3,Put,2830.00,07/10/20,8,17.50,20.3,23.10,22.16,582,407,1.43,27.53%,07/02/20
INO,21.45,Call,30.00,07/24/20,22,1.16,1.54,1.91,1.50,607,423,1.43,183.76%,07/02/20
AAL,12.5,Call,12.50,07/24/20,22,1.23,1.28,1.32,1.29,699,490,1.43,105.26%,07/02/20
AMZN,2890.3,Call,2880.00,07/17/20,15,68.05,72,75.95,70.00,823,574,1.43,27.37%,07/02/20
NVDA,384.49,Put,380.00,07/10/20,8,5.00,5.25,5.50,5.26,849,593,1.43,32.50%,07/02/20
M,6.8,Put,7.00,07/10/20,8,0.46,0.48,0.49,0.46,945,659,1.43,86.53%,07/02/20
UAL,34.14,Put,33.00,07/10/20,8,0.50,0.84,1.18,1.09,1093,767,1.43,80.76%,07/02/20
IQ,23.82,Put,22.50,12/18/20,169,3.15,3.22,3.30,3.10,1697,1188,1.43,60.92%,07/02/20
SPOT,271.49,Call,270.00,07/10/20,8,9.10,9.35,9.60,9.40,3428,2402,1.43,53.74%,07/02/20
DVN,11.24,Call,8.00,01/21/22,568,4.80,5.05,5.30,5.20,502,354,1.42,70.54%,07/02/20
XOM,44.08,Put,44.00,07/10/20,8,0.78,0.82,0.86,0.88,540,381,1.42,35.62%,07/02/20
C,50.55,Put,46.00,07/10/20,8,0.11,0.13,0.15,0.14,600,423,1.42,47.51%,07/02/20
GE,6.82,Call,6.00,07/10/20,8,0.80,0.84,0.88,0.83,736,517,1.42,50.20%,07/02/20
BMY,59.14,Call,61.00,07/10/20,8,0.29,0.35,0.40,0.35,1282,903,1.42,28.65%,07/02/20
AXP,94.33,Put,95.00,08/21/20,50,5.75,5.88,6.00,5.98,3057,2147,1.42,41.11%,07/02/20
BA,180.81,Call,210.00,07/10/20,8,0.84,0.87,0.89,0.89,4399,3098,1.42,74.93%,07/02/20
AAL,12.5,Call,13.50,07/10/20,8,0.28,0.29,0.29,0.28,4662,3286,1.42,86.36%,07/02/20
AAPL,364.11,Call,390.00,07/10/20,8,0.24,0.26,0.28,0.26,4906,3448,1.42,26.84%,07/02/20
AAPL,364.11,Put,340.00,07/10/20,8,0.49,0.54,0.59,0.56,6095,4296,1.42,32.23%,07/02/20
INO,21.45,Call,25.00,07/10/20,8,0.65,0.68,0.71,0.70,2589,1838,1.41,145.61%,07/02/20
AAPL,364.11,Put,365.00,07/17/20,15,7.15,7.85,8.55,7.48,2875,2044,1.41,24.22%,07/02/20
NET,36.47,Call,41.00,07/17/20,15,0.65,0.68,0.70,0.73,3347,2374,1.41,74.21%,07/02/20
MMM,157.04,Call,160.00,07/17/20,15,1.91,1.96,2.00,1.92,4626,3280,1.41,24.56%,07/02/20
WYNN,77.32,Call,85.00,07/10/20,8,0.28,0.5,0.71,0.56,576,410,1.4,61.04%,07/02/20
NFLX,476.89,Call,530.00,07/10/20,8,0.50,0.67,0.84,0.74,672,479,1.4,44.10%,07/02/20
C,50.55,Call,50.50,07/10/20,8,1.19,1.23,1.26,1.23,807,577,1.4,40.12%,07/02/20
USB,35.89,Call,37.00,07/10/20,8,0.20,0.31,0.42,0.43,807,577,1.4,40.49%,07/02/20
INO,21.45,Call,4.00,08/21/20,50,16.85,17.43,18.00,17.60,900,643,1.4,263.45%,07/02/20
NFLX,476.89,Put,350.00,11/20/20,141,8.35,8.93,9.50,9.00,909,651,1.4,47.94%,07/02/20
GOLD,26.27,Call,27.00,07/10/20,8,0.30,0.34,0.38,0.35,1273,912,1.4,41.20%,07/02/20
ROKU,128.65,Call,150.00,07/17/20,15,1.27,1.29,1.30,1.28,11002,7842,1.4,67.88%,07/02/20
GNUS,3.55,Call,4.00,07/17/20,15,0.50,0.55,0.60,0.60,12165,8663,1.4,266.99%,07/02/20
DOCU,190.99,Call,180.00,07/10/20,8,12.70,13.1,13.50,12.70,662,475,1.39,50.24%,07/02/20
AMZN,2890.3,Call,3200.00,07/17/20,15,5.00,5.85,6.70,6.00,1063,767,1.39,33.27%,07/02/20
TSLA,1208.66,Call,1190.00,07/10/20,8,42.35,46.38,50.40,46.25,1748,1254,1.39,50.75%,07/02/20
AAL,12.5,Call,12.50,07/10/20,8,0.63,0.64,0.64,0.64,1997,1432,1.39,86.50%,07/02/20
NIO,9.38,Call,15.00,07/17/20,15,0.30,0.32,0.33,0.32,2785,2001,1.39,205.97%,07/02/20
PFE,34.51,Put,33.00,07/16/21,379,3.40,3.47,3.55,3.41,3020,2179,1.39,31.97%,07/02/20
PCG,9.45,Call,9.50,07/17/20,15,0.45,0.5,0.55,0.46,8720,6266,1.39,62.95%,07/02/20
NVDA,384.49,Call,415.00,07/10/20,8,0.47,0.65,0.82,0.51,514,373,1.38,33.11%,07/02/20
AMD,52.34,Call,54.00,07/10/20,8,0.49,0.52,0.54,0.52,5224,3790,1.38,36.99%,07/02/20
MSFT,206.26,Call,215.00,07/10/20,8,0.36,0.41,0.45,0.39,5476,3977,1.38,22.93%,07/02/20
ORCL,55.94,Call,55.50,07/10/20,8,0.84,0.89,0.94,0.81,616,451,1.37,16.76%,07/02/20
C,50.55,Put,50.50,07/10/20,8,1.14,1.19,1.23,1.20,715,523,1.37,41.32%,07/02/20
XOM,44.08,Call,45.50,07/10/20,8,0.27,0.33,0.38,0.27,753,551,1.37,29.47%,07/02/20
NFLX,476.89,Call,485.00,07/17/20,15,16.75,17.68,18.60,17.41,916,671,1.37,54.27%,07/02/20
INO,21.45,Put,25.00,11/20/20,141,11.00,11.58,12.15,11.59,505,371,1.36,179.73%,07/02/20
AMZN,2890.3,Put,2000.00,09/18/20,78,5.30,6.82,8.35,7.65,512,376,1.36,45.30%,07/02/20
DHR,179.68,Call,180.00,07/17/20,15,2.41,3.31,4.20,3.41,559,412,1.36,24.18%,07/02/20
CCL,15.88,Put,14.50,07/10/20,8,0.28,0.29,0.30,0.29,579,426,1.36,89.14%,07/02/20
"Downloaded from Barchart.com as of 07-05-2020 03:57am CDT"
