Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
CRM,271.1,Put,270.00,09/04/20,7,6.85,7.25,7.65,7.15,1915,894,2.14,51.70%,08/28/20
DIS,135.54,Call,145.00,09/04/20,7,0.33,0.35,0.37,0.33,2966,1387,2.14,37.32%,08/28/20
MRVL,38.25,Call,37.00,09/04/20,7,1.59,1.62,1.65,1.62,3416,1598,2.14,40.62%,08/28/20
SNAP,22.31,Call,22.00,09/04/20,7,0.83,0.86,0.89,0.87,6327,2952,2.14,57.25%,08/28/20
AVGO,344.82,Call,342.50,08/28/20,0,1.70,2.85,4.00,2.24,509,239,2.13,0.00%,08/28/20
GILD,65.26,Call,68.00,09/11/20,14,0.25,0.33,0.40,0.33,561,264,2.13,23.82%,08/28/20
LRN,36.55,Call,43.00,09/18/20,21,0.65,0.88,1.10,0.86,757,355,2.13,80.55%,08/28/20
ELAN,29.13,Call,30.00,09/18/20,21,0.85,0.9,0.95,0.94,1363,640,2.13,46.68%,08/28/20
UAL,37.34,Call,41.00,09/04/20,7,0.50,0.51,0.52,0.51,1450,681,2.13,81.73%,08/28/20
AMD,85.55,Call,86.00,09/18/20,21,4.00,4.05,4.10,4.00,2396,1127,2.13,51.04%,08/28/20
WYNN,91.55,Call,90.00,08/28/20,0,1.32,1.51,1.70,1.51,10029,4711,2.13,0.00%,08/28/20
INO,12.06,Call,12.50,09/04/20,7,0.60,0.66,0.71,0.64,571,269,2.12,124.03%,08/28/20
WMT,140.3,Put,137.00,09/04/20,7,1.42,1.51,1.60,1.50,669,315,2.12,37.42%,08/28/20
WMT,140.3,Call,148.00,09/04/20,7,1.07,1.11,1.15,1.09,1923,909,2.12,46.92%,08/28/20
NKLA,41.35,Call,41.00,09/11/20,14,3.20,3.4,3.60,3.45,518,246,2.11,101.52%,08/28/20
MSFT,228.91,Call,237.50,09/04/20,7,2.35,2.4,2.45,2.50,2437,1157,2.11,44.96%,08/28/20
CCL,17.21,Put,16.00,09/04/20,7,0.30,0.32,0.33,0.30,2797,1328,2.11,82.65%,08/28/20
AAPL,499.23,Put,455.00,09/04/20,7,1.38,1.46,1.54,1.48,4358,2061,2.11,51.04%,08/28/20
KHC,34.88,Put,34.50,09/04/20,7,0.32,0.33,0.33,0.33,522,248,2.1,26.15%,08/28/20
CRWD,118.64,Call,135.00,09/04/20,7,2.03,2.13,2.22,2.16,774,369,2.1,110.59%,08/28/20
INTC,50.43,Call,55.00,12/18/20,112,1.88,1.97,2.07,1.93,893,425,2.1,31.84%,08/28/20
AMD,85.55,Call,91.00,09/04/20,7,0.62,0.65,0.67,0.65,1017,485,2.1,50.69%,08/28/20
WMT,140.3,Call,139.00,09/11/20,14,4.45,4.6,4.75,4.63,1190,568,2.1,35.77%,08/28/20
TSLA,2211.84,Call,3500.00,09/04/20,7,3.80,3.9,4.00,3.80,2339,1116,2.1,156.74%,08/28/20
TSLA,2211.84,Call,2200.00,09/04/20,7,124.00,125.48,126.95,125.73,3612,1724,2.1,97.08%,08/28/20
EBAY,54.27,Call,18.00,01/15/21,140,36.05,36.3,36.55,36.30,4048,1929,2.1,0.00%,08/28/20
ABT,110.79,Call,120.00,09/18/20,21,0.92,1.12,1.32,0.93,4830,2303,2.1,35.41%,08/28/20
DKNG,36.32,Call,45.00,09/18/20,21,0.70,0.75,0.80,0.75,8157,3879,2.1,90.42%,08/28/20
PTON,75.96,Call,69.50,09/04/20,7,6.90,7.05,7.20,7.20,525,251,2.09,71.45%,08/28/20
BBBY,12.09,Put,12.50,08/28/20,0,0.35,0.41,0.47,0.33,736,352,2.09,0.00%,08/28/20
AMD,85.55,Call,82.00,09/18/20,21,6.10,6.18,6.25,6.25,1534,734,2.09,52.36%,08/28/20
UAL,37.34,Call,39.00,09/04/20,7,0.92,0.94,0.95,0.92,1715,819,2.09,76.50%,08/28/20
AAPL,499.23,Call,560.00,09/25/20,28,8.90,9.05,9.20,9.20,1055,507,2.08,51.75%,08/28/20
SNAP,22.31,Call,22.50,09/18/20,21,1.01,1.02,1.02,1.02,1091,524,2.08,51.51%,08/28/20
SBUX,85,Call,84.00,08/28/20,0,0.88,1.23,1.57,0.95,2479,1194,2.08,0.00%,08/28/20
SAVE,18.49,Call,22.50,10/16/20,49,1.25,1.33,1.40,1.40,564,273,2.07,100.15%,08/28/20
AAL,13.59,Call,17.00,09/11/20,14,0.21,0.22,0.23,0.21,864,417,2.07,103.50%,08/28/20
PDD,89.2,Call,95.00,09/04/20,7,0.94,1.09,1.23,1.21,1137,548,2.07,65.50%,08/28/20
DDD,5.41,Put,5.00,09/18/20,21,0.10,0.15,0.20,0.15,518,252,2.06,63.31%,08/28/20
MRVL,38.25,Call,39.00,09/04/20,7,0.54,0.57,0.59,0.58,572,277,2.06,42.26%,08/28/20
AMD,85.55,Call,84.00,08/28/20,0,1.41,1.56,1.70,1.58,12546,6080,2.06,0.00%,08/28/20
UNM,19.01,Call,20.00,10/16/20,49,0.80,0.85,0.90,0.80,612,298,2.05,42.75%,08/28/20
DLTR,94.73,Call,95.00,09/18/20,21,2.64,2.79,2.94,2.70,848,413,2.05,30.78%,08/28/20
GS,207.71,Call,207.50,08/28/20,0,0.05,0.79,1.52,0.10,2681,1309,2.05,0.00%,08/28/20
UAL,37.34,Call,37.00,08/28/20,0,0.35,0.37,0.38,0.35,9314,4534,2.05,0.00%,08/28/20
CRK,6.13,Put,5.00,03/19/21,203,0.70,0.77,0.85,0.70,600,294,2.04,73.68%,08/28/20
AMZN,3401.8,Call,3520.00,09/18/20,21,72.70,75.1,77.50,74.37,863,423,2.04,37.32%,08/28/20
BABA,289,Call,287.50,09/04/20,7,8.35,8.48,8.60,8.49,1593,780,2.04,48.19%,08/28/20
WMT,140.3,Call,160.00,09/04/20,7,0.36,0.39,0.41,0.40,3348,1639,2.04,63.72%,08/28/20
BYND,131.02,Call,134.00,09/04/20,7,2.81,3.03,3.25,3.06,556,274,2.03,59.78%,08/28/20
GOLD,29.2,Put,28.50,09/04/20,7,0.34,0.36,0.38,0.36,1014,500,2.03,41.05%,08/28/20
SNAP,22.31,Call,21.00,09/04/20,7,1.51,1.56,1.60,1.52,1392,687,2.03,55.60%,08/28/20
NVDA,525.91,Call,600.00,09/04/20,7,1.13,1.15,1.18,1.14,2001,984,2.03,60.12%,08/28/20
XOM,40.69,Call,42.00,09/04/20,7,0.25,0.26,0.26,0.26,3632,1785,2.03,32.12%,08/28/20
BAC,26.3,Call,26.00,09/04/20,7,0.56,0.58,0.59,0.59,24985,12311,2.03,28.96%,08/28/20
BABA,289,Call,275.00,09/11/20,14,19.20,19.45,19.70,19.40,667,330,2.02,49.45%,08/28/20
QCOM,118.2,Call,130.00,01/21/22,511,15.60,15.8,16.00,15.85,1499,741,2.02,34.88%,08/28/20
PTON,75.96,Call,80.00,09/11/20,14,4.70,4.78,4.85,4.84,4012,1985,2.02,109.36%,08/28/20
MSFT,228.91,Call,242.50,09/11/20,14,2.47,2.65,2.83,2.67,523,260,2.01,41.13%,08/28/20
COST,348.37,Call,350.00,09/11/20,14,4.60,4.8,5.00,4.73,670,334,2.01,19.85%,08/28/20
TSLA,2211.84,Put,1950.00,09/04/20,7,28.00,29,30.00,29.54,989,492,2.01,102.22%,08/28/20
FTV,72.83,Call,75.00,09/18/20,21,1.15,1.28,1.40,1.25,2228,1107,2.01,30.27%,08/28/20
"Downloaded from Barchart.com as of 08-29-2020 03:08am CDT"
